;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
318;704-20-4138;C;Guarulhos;Member;Mulher;Saude e beleza;29,67;7;10,38;218,07;03/11/2019;18:58;Cartao de Credito;207,69;4,761904762;10,3845;8,1
319;787-15-1757;C;Guarulhos;Member;Homem;Saude e beleza;44,07;4;8,81;185,09;2/18/2019;16:28;PIX;176,28;4,761904762;8,814;8,4
320;649-11-3678;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;22,93;9;10,32;216,69;2/26/2019;20:26;Dinheiro;206,37;4,761904762;10,3185;5,5
321;622-20-1945;C;Guarulhos;Normal;Mulher;Saude e beleza;39,42;1;1,97;41,39;1/18/2019;15:08;Dinheiro;39,42;4,761904762;1,971;8,4
322;372-94-8041;A;Sao Paulo;Normal;Homem;Saude e beleza;15,26;6;4,58;96,14;2/15/2019;18:03;PIX;91,56;4,761904762;4,578;9,8
323;563-91-7120;A;Sao Paulo;Normal;Mulher;Acessorios de Moda;61,77;5;15,44;324,29;03/08/2019;13:21;Dinheiro;308,85;4,761904762;15,4425;6,7
324;746-54-5508;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;21,52;6;6,46;135,58;1/17/2019;12:48;Cartao de Credito;129,12;4,761904762;6,456;9,4
325;276-54-0879;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;97,74;4;19,55;410,51;03/12/2019;19:53;PIX;390,96;4,761904762;19,548;6,4
326;815-11-1168;A;Sao Paulo;Member;Homem;Alimentos e bebidas;99,78;5;24,95;523,85;03/09/2019;19:09;Dinheiro;498,9;4,761904762;24,945;5,4
327;719-76-3868;C;Guarulhos;Member;Homem;Alimentos e bebidas;94,26;4;18,85;395,89;03/12/2019;16:30;Dinheiro;377,04;4,761904762;18,852;8,6
328;730-61-8757;B;Mogi das Cruzes;Member;Homem;Saude e beleza;51,13;4;10,23;214,75;1/25/2019;10:11;Cartao de Credito;204,52;4,761904762;10,226;4
329;340-66-0321;A;Sao Paulo;Member;Homem;Acessorios eletronicos;36,36;4;7,27;152,71;3/25/2019;13:07;Dinheiro;145,44;4,761904762;7,272;7,6
330;868-81-1752;B;Mogi das Cruzes;Normal;Homem;Casa e estilo de vida;22,02;9;9,91;208,09;02/07/2019;18:48;Dinheiro;198,18;4,761904762;9,909;6,8
331;634-97-8956;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;32,9;3;4,94;103,64;2/17/2019;17:27;Cartao de Credito;98,7;4,761904762;4,935;9,1
332;566-71-1091;A;Sao Paulo;Normal;Homem;Acessorios de Moda;77,02;5;19,26;404,36;02/03/2019;15:59;Dinheiro;385,1;4,761904762;19,255;5,5
333;442-48-3607;A;Sao Paulo;Member;Homem;Alimentos e bebidas;23,48;2;2,35;49,31;3/14/2019;11:21;Cartao de Credito;46,96;4,761904762;2,348;7,9
334;835-16-0096;C;Guarulhos;Member;Homem;Esportes e viagens;14,7;5;3,68;77,18;3/24/2019;13:48;PIX;73,5;4,761904762;3,675;8,5
335;527-09-6272;A;Sao Paulo;Member;Mulher;Acessorios eletronicos;28,45;5;7,11;149,36;3/21/2019;10:17;Cartao de Credito;142,25;4,761904762;7,1125;9,1
336;898-04-2717;A;Sao Paulo;Normal;Homem;Acessorios de Moda;76,4;9;34,38;721,98;3/19/2019;15:49;PIX;687,6;4,761904762;34,38;7,5
337;692-27-8933;B;Mogi das Cruzes;Normal;Mulher;Esportes e viagens;57,95;6;17,39;365,09;2/24/2019;13:02;Dinheiro;347,7;4,761904762;17,385;5,2
338;633-09-3463;C;Guarulhos;Normal;Mulher;Acessorios eletronicos;47,65;3;7,15;150,1;3/28/2019;12:58;Cartao de Credito;142,95;4,761904762;7,1475;9,5
339;374-17-3652;B;Mogi das Cruzes;Member;Mulher;Alimentos e bebidas;42,82;9;19,27;404,65;02/05/2019;15:26;Cartao de Credito;385,38;4,761904762;19,269;8,9
340;378-07-7001;B;Mogi das Cruzes;Member;Homem;Acessorios eletronicos;48,09;3;7,21;151,48;02/10/2019;18:23;Cartao de Credito;144,27;4,761904762;7,2135;7,8
341;433-75-6987;B;Mogi das Cruzes;Member;Mulher;Saude e beleza;55,97;7;19,59;411,38;03/05/2019;19:06;PIX;391,79;4,761904762;19,5895;8,9
342;873-95-4984;B;Mogi das Cruzes;Member;Mulher;Saude e beleza;76,9;7;26,92;565,22;2/15/2019;20:21;Dinheiro;538,3;4,761904762;26,915;7,7
343;416-13-5917;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;97,03;5;24,26;509,41;1/30/2019;16:24;PIX;485,15;4,761904762;24,2575;9,3
344;150-89-8043;A;Sao Paulo;Normal;Homem;Esportes e viagens;44,65;3;6,7;140,65;2/14/2019;15:04;Dinheiro;133,95;4,761904762;6,6975;6,2
345;135-84-8019;A;Sao Paulo;Normal;Mulher;Acessorios de Moda;77,93;9;35,07;736,44;2/27/2019;16:10;PIX;701,37;4,761904762;35,0685;7,6
346;441-94-7118;A;Sao Paulo;Member;Homem;Acessorios eletronicos;71,95;1;3,6;75,55;02/04/2019;12:14;Dinheiro;71,95;4,761904762;3,5975;7,3
347;725-96-3778;C;Guarulhos;Member;Mulher;Casa e estilo de vida;89,25;8;35,7;749,7;1/20/2019;10:13;Dinheiro;714;4,761904762;35,7;4,7
348;531-80-1784;A;Sao Paulo;Normal;Homem;Acessorios eletronicos;26,02;7;9,11;191,25;3/28/2019;17:38;Dinheiro;182,14;4,761904762;9,107;5,1
349;400-45-1220;B;Mogi das Cruzes;Normal;Mulher;Saude e beleza;13,5;10;6,75;141,75;2/27/2019;11:06;Cartao de Credito;135;4,761904762;6,75;4,8
350;860-79-0874;C;Guarulhos;Member;Mulher;Acessorios de Moda;99,3;10;49,65;1042,65;2/15/2019;14:53;Cartao de Credito;993;4,761904762;49,65;6,6
351;834-61-8124;A;Sao Paulo;Normal;Homem;Acessorios eletronicos;51,69;7;18,09;379,92;1/26/2019;18:22;Dinheiro;361,83;4,761904762;18,0915;5,5
352;115-99-4379;B;Mogi das Cruzes;Member;Mulher;Acessorios de Moda;54,73;7;19,16;402,27;3/14/2019;19:02;Cartao de Credito;383,11;4,761904762;19,1555;8,5
353;565-67-6697;B;Mogi das Cruzes;Member;Homem;Casa e estilo de vida;27;9;12,15;255,15;03/02/2019;14:16;Dinheiro;243;4,761904762;12,15;4,8
354;320-49-6392;C;Guarulhos;Normal;Mulher;Acessorios eletronicos;30,24;1;1,51;31,75;03/04/2019;15:44;Dinheiro;30,24;4,761904762;1,512;8,4
355;889-04-9723;B;Mogi das Cruzes;Member;Mulher;Alimentos e bebidas;89,14;4;17,83;374,39;01/07/2019;12:20;Cartao de Credito;356,56;4,761904762;17,828;7,8
356;632-90-0281;C;Guarulhos;Normal;Mulher;Acessorios de Moda;37,55;10;18,78;394,28;03/08/2019;20:01;Cartao de Credito;375,5;4,761904762;18,775;9,3
357;554-42-2417;C;Guarulhos;Normal;Mulher;Esportes e viagens;95,44;10;47,72;1002,12;01/09/2019;13:45;Dinheiro;954,4;4,761904762;47,72;5,2
358;453-63-6187;B;Mogi das Cruzes;Normal;Homem;Acessorios eletronicos;27,5;3;4,13;86,63;03/01/2019;15:40;PIX;82,5;4,761904762;4,125;6,5
359;578-80-7669;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;74,97;1;3,75;78,72;3/16/2019;16:58;Dinheiro;74,97;4,761904762;3,7485;5,6
360;612-36-5536;A;Sao Paulo;Member;Homem;Alimentos e bebidas;80,96;8;32,38;680,06;2/17/2019;11:12;Cartao de Credito;647,68;4,761904762;32,384;7,4
361;605-72-4132;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;94,47;8;37,79;793,55;2/27/2019;15:12;Dinheiro;755,76;4,761904762;37,788;9,1
362;471-41-2823;C;Guarulhos;Normal;Homem;Alimentos e bebidas;99,79;2;9,98;209,56;03/07/2019;20:37;PIX;199,58;4,761904762;9,979;8
363;462-67-9126;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;73,22;6;21,97;461,29;1/21/2019;17:44;Dinheiro;439,32;4,761904762;21,966;7,2
364;272-27-9238;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;41,24;4;8,25;173,21;2/19/2019;16:23;Dinheiro;164,96;4,761904762;8,248;7,1
365;834-25-9262;C;Guarulhos;Normal;Mulher;Acessorios de Moda;81,68;4;16,34;343,06;01/06/2019;12:12;Dinheiro;326,72;4,761904762;16,336;9,1
366;122-61-9553;C;Guarulhos;Normal;Mulher;Acessorios eletronicos;51,32;9;23,09;484,97;3/14/2019;19:33;Dinheiro;461,88;4,761904762;23,094;5,6
367;468-88-0009;A;Sao Paulo;Member;Homem;Casa e estilo de vida;65,94;4;13,19;276,95;3/24/2019;10:29;Dinheiro;263,76;4,761904762;13,188;6
368;613-59-9758;C;Guarulhos;Normal;Mulher;Esportes e viagens;14,36;10;7,18;150,78;1/27/2019;14:28;Dinheiro;143,6;4,761904762;7,18;5,4
369;254-31-0042;A;Sao Paulo;Member;Homem;Acessorios eletronicos;21,5;9;9,68;203,18;03/06/2019;12:46;Cartao de Credito;193,5;4,761904762;9,675;7,8
370;201-86-2184;B;Mogi das Cruzes;Member;Mulher;Acessorios eletronicos;26,26;7;9,19;193,01;02/02/2019;19:40;Dinheiro;183,82;4,761904762;9,191;9,9
371;261-12-8671;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;60,96;2;6,1;128,02;1/25/2019;19:39;Cartao de Credito;121,92;4,761904762;6,096;4,9
372;730-70-9830;C;Guarulhos;Normal;Mulher;Casa e estilo de vida;70,11;6;21,03;441,69;3/14/2019;17:54;PIX;420,66;4,761904762;21,033;5,2
373;382-25-8917;C;Guarulhos;Normal;Homem;Acessorios de Moda;42,08;6;12,62;265,1;1/29/2019;12:25;Dinheiro;252,48;4,761904762;12,624;8,9
374;422-29-8786;A;Sao Paulo;Normal;Mulher;Casa e estilo de vida;67,09;5;16,77;352,22;01/03/2019;16:47;Cartao de Credito;335,45;4,761904762;16,7725;9,1
375;667-23-5919;A;Sao Paulo;Member;Mulher;Acessorios de Moda;96,7;5;24,18;507,68;1/14/2019;12:52;PIX;483,5;4,761904762;24,175;7
376;843-01-4703;B;Mogi das Cruzes;Member;Mulher;Casa e estilo de vida;35,38;9;15,92;334,34;01/05/2019;19:50;Cartao de Credito;318,42;4,761904762;15,921;9,6
377;743-88-1662;C;Guarulhos;Normal;Homem;Esportes e viagens;95,49;7;33,42;701,85;2/22/2019;18:17;PIX;668,43;4,761904762;33,4215;8,7
378;595-86-2894;C;Guarulhos;Member;Homem;Acessorios de Moda;96,98;4;19,4;407,32;02/06/2019;17:20;PIX;387,92;4,761904762;19,396;9,4
379;182-69-8360;B;Mogi das Cruzes;Normal;Mulher;Acessorios eletronicos;23,65;4;4,73;99,33;1/30/2019;13:32;Cartao de Credito;94,6;4,761904762;4,73;4
380;289-15-7034;A;Sao Paulo;Member;Homem;Esportes e viagens;82,33;4;16,47;345,79;01/11/2019;10:37;Cartao de Credito;329,32;4,761904762;16,466;7,5
381;462-78-5240;C;Guarulhos;Normal;Mulher;Acessorios eletronicos;26,61;2;2,66;55,88;3/19/2019;14:35;Dinheiro;53,22;4,761904762;2,661;4,2
382;868-52-7573;B;Mogi das Cruzes;Normal;Mulher;Alimentos e bebidas;99,69;5;24,92;523,37;1/14/2019;12:09;Dinheiro;498,45;4,761904762;24,9225;9,9
383;153-58-4872;C;Guarulhos;Member;Mulher;Alimentos e bebidas;74,89;4;14,98;314,54;03/01/2019;15:32;PIX;299,56;4,761904762;14,978;4,2
384;662-72-2873;A;Sao Paulo;Normal;Mulher;Alimentos e bebidas;40,94;5;10,24;214,94;01/06/2019;13:58;PIX;204,7;4,761904762;10,235;9,9
385;525-88-7307;B;Mogi das Cruzes;Member;Homem;Esportes e viagens;75,82;1;3,79;79,61;1/31/2019;13:19;Dinheiro;75,82;4,761904762;3,791;5,8
386;689-16-9784;C;Guarulhos;Normal;Homem;Alimentos e bebidas;46,77;6;14,03;294,65;03/11/2019;13:37;Dinheiro;280,62;4,761904762;14,031;6
387;725-56-0833;A;Sao Paulo;Normal;Mulher;Saude e beleza;32,32;10;16,16;339,36;2/20/2019;16:49;Cartao de Credito;323,2;4,761904762;16,16;10
388;394-41-0748;C;Guarulhos;Member;Mulher;Acessorios de Moda;54,07;9;24,33;510,96;1/27/2019;14:55;PIX;486,63;4,761904762;24,3315;9,5
389;596-42-3999;B;Mogi das Cruzes;Normal;Homem;Alimentos e bebidas;18,22;7;6,38;133,92;03/10/2019;14:04;Cartao de Credito;127,54;4,761904762;6,377;6,6
390;541-89-9860;C;Guarulhos;Member;Mulher;Acessorios de Moda;80,48;3;12,07;253,51;2/15/2019;12:31;Dinheiro;241,44;4,761904762;12,072;8,1
391;173-82-9529;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;37,95;10;18,98;398,48;1/26/2019;14:51;Dinheiro;379,5;4,761904762;18,975;9,7
392;563-36-9814;A;Sao Paulo;Member;Homem;Acessorios eletronicos;76,82;1;3,84;80,66;2/13/2019;18:27;PIX;76,82;4,761904762;3,841;7,2
393;308-47-4913;A;Sao Paulo;Member;Mulher;Esportes e viagens;52,26;10;26,13;548,73;03/09/2019;12:45;Cartao de Credito;522,6;4,761904762;26,13;6,2
394;885-17-6250;A;Sao Paulo;Normal;Mulher;Saude e beleza;79,74;1;3,99;83,73;03/06/2019;10:36;PIX;79,74;4,761904762;3,987;7,3
395;726-27-2396;A;Sao Paulo;Normal;Mulher;Saude e beleza;77,5;5;19,38;406,88;1/24/2019;20:36;PIX;387,5;4,761904762;19,375;4,3
396;316-01-3952;A;Sao Paulo;Normal;Mulher;Alimentos e bebidas;54,27;5;13,57;284,92;3/13/2019;14:16;PIX;271,35;4,761904762;13,5675;4,6
397;760-54-1821;B;Mogi das Cruzes;Normal;Homem;Casa e estilo de vida;13,59;9;6,12;128,43;3/15/2019;10:26;Dinheiro;122,31;4,761904762;6,1155;5,8
398;793-10-3222;B;Mogi das Cruzes;Member;Mulher;Saude e beleza;41,06;6;12,32;258,68;03/05/2019;13:30;Cartao de Credito;246,36;4,761904762;12,318;8,3
399;346-12-3257;B;Mogi das Cruzes;Member;Homem;Acessorios eletronicos;19,24;9;8,66;181,82;03/04/2019;16:28;Dinheiro;173,16;4,761904762;8,658;8
400;110-05-6330;C;Guarulhos;Normal;Mulher;Alimentos e bebidas;39,43;6;11,83;248,41;3/25/2019;20:18;Cartao de Credito;236,58;4,761904762;11,829;9,4
401;651-61-0874;C;Guarulhos;Normal;Homem;Casa e estilo de vida;46,22;4;9,24;194,12;03/12/2019;20:04;Cartao de Credito;184,88;4,761904762;9,244;6,2
402;236-86-3015;C;Guarulhos;Member;Homem;Casa e estilo de vida;13,98;1;0,7;14,68;02/04/2019;13:38;PIX;13,98;4,761904762;0,699;9,8
403;831-64-0259;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;39,75;5;9,94;208,69;2/22/2019;10:43;PIX;198,75;4,761904762;9,9375;9,6
404;587-03-7455;C;Guarulhos;Member;Mulher;Acessorios de Moda;97,79;7;34,23;718,76;2/16/2019;17:30;PIX;684,53;4,761904762;34,2265;4,9
405;882-40-4577;A;Sao Paulo;Member;Homem;Esportes e viagens;67,26;4;13,45;282,49;1/19/2019;15:28;Cartao de Credito;269,04;4,761904762;13,452;8
406;732-67-5346;A;Sao Paulo;Normal;Homem;Alimentos e bebidas;13,79;5;3,45;72,4;01/11/2019;19:07;Cartao de Credito;68,95;4,761904762;3,4475;7,8
407;725-32-9708;B;Mogi das Cruzes;Member;Mulher;Acessorios de Moda;68,71;4;13,74;288,58;01/04/2019;19:01;Dinheiro;274,84;4,761904762;13,742;4,1
408;256-08-8343;A;Sao Paulo;Normal;Mulher;Casa e estilo de vida;56,53;4;11,31;237,43;03/04/2019;19:48;PIX;226,12;4,761904762;11,306;5,5
409;372-26-1506;C;Guarulhos;Normal;Mulher;Acessorios de Moda;23,82;5;5,96;125,06;1/28/2019;19:24;PIX;119,1;4,761904762;5,955;5,4
410;244-08-0162;B;Mogi das Cruzes;Normal;Mulher;Saude e beleza;34,21;10;17,11;359,21;01/02/2019;13:00;Dinheiro;342,1;4,761904762;17,105;5,1
411;569-71-4390;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;21,87;2;2,19;45,93;1/25/2019;14:29;PIX;43,74;4,761904762;2,187;6,9
412;132-23-6451;A;Sao Paulo;Member;Homem;Saude e beleza;20,97;5;5,24;110,09;01/04/2019;13:21;Dinheiro;104,85;4,761904762;5,2425;7,8
413;696-90-2548;A;Sao Paulo;Normal;Homem;Esportes e viagens;25,84;3;3,88;81,4;03/10/2019;18:55;PIX;77,52;4,761904762;3,876;6,6
414;472-15-9636;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;50,93;8;20,37;427,81;3/22/2019;19:36;PIX;407,44;4,761904762;20,372;9,2
415;268-03-6164;B;Mogi das Cruzes;Normal;Homem;Saude e beleza;96,11;1;4,81;100,92;1/25/2019;16:28;PIX;96,11;4,761904762;4,8055;7,8
416;750-57-9686;C;Guarulhos;Normal;Mulher;Casa e estilo de vida;45,38;4;9,08;190,6;01/08/2019;13:48;Cartao de Credito;181,52;4,761904762;9,076;8,7
417;186-09-3669;C;Guarulhos;Member;Mulher;Saude e beleza;81,51;1;4,08;85,59;1/22/2019;10:57;PIX;81,51;4,761904762;4,0755;9,2
418;848-07-1692;B;Mogi das Cruzes;Normal;Mulher;Saude e beleza;57,22;2;5,72;120,16;01/12/2019;17:13;PIX;114,44;4,761904762;5,722;8,3
419;745-71-3520;A;Sao Paulo;Member;Mulher;Acessorios eletronicos;25,22;7;8,83;185,37;02/04/2019;10:23;Dinheiro;176,54;4,761904762;8,827;8,2
420;266-76-6436;C;Guarulhos;Member;Mulher;Alimentos e bebidas;38,6;3;5,79;121,59;3/28/2019;13:57;PIX;115,8;4,761904762;5,79;7,5
421;740-22-2500;C;Guarulhos;Normal;Mulher;Acessorios eletronicos;84,05;3;12,61;264,76;1/23/2019;13:29;Dinheiro;252,15;4,761904762;12,6075;9,8
422;271-88-8734;C;Guarulhos;Member;Mulher;Acessorios de Moda;97,21;10;48,61;1020,71;02/08/2019;13:00;Cartao de Credito;972,1;4,761904762;48,605;8,7
423;301-81-8610;B;Mogi das Cruzes;Member;Homem;Acessorios de Moda;25,42;8;10,17;213,53;3/19/2019;19:42;Cartao de Credito;203,36;4,761904762;10,168;6,7
424;489-64-4354;C;Guarulhos;Normal;Homem;Acessorios de Moda;16,28;1;0,81;17,09;03/09/2019;15:36;Dinheiro;16,28;4,761904762;0,814;5
425;198-84-7132;B;Mogi das Cruzes;Member;Homem;Acessorios de Moda;40,61;9;18,27;383,76;01/02/2019;13:40;Dinheiro;365,49;4,761904762;18,2745;7
426;269-10-8440;A;Sao Paulo;Member;Homem;Saude e beleza;53,17;7;18,61;390,8;1/21/2019;18:01;Dinheiro;372,19;4,761904762;18,6095;8,9
427;650-98-6268;B;Mogi das Cruzes;Member;Mulher;Alimentos e bebidas;20,87;3;3,13;65,74;3/20/2019;13:53;Cartao de Credito;62,61;4,761904762;3,1305;8
428;741-73-3559;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;67,27;5;16,82;353,17;2/27/2019;17:27;Dinheiro;336,35;4,761904762;16,8175;6,9
429;325-77-6186;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;90,65;10;45,33;951,83;03/08/2019;10:53;PIX;906,5;4,761904762;45,325;7,3
430;286-75-7818;B;Mogi das Cruzes;Normal;Homem;Acessorios de Moda;69,08;2;6,91;145,07;1/31/2019;19:48;Cartao de Credito;138,16;4,761904762;6,908;6,9
431;574-57-9721;C;Guarulhos;Normal;Homem;Alimentos e bebidas;43,27;2;4,33;90,87;03/08/2019;16:53;PIX;86,54;4,761904762;4,327;5,7
432;459-50-7686;A;Sao Paulo;Normal;Mulher;Acessorios eletronicos;23,46;6;7,04;147,8;1/13/2019;19:14;PIX;140,76;4,761904762;7,038;6,4
433;616-87-0016;B;Mogi das Cruzes;Normal;Homem;Acessorios de Moda;95,54;7;33,44;702,22;03/09/2019;14:36;Cartao de Credito;668,78;4,761904762;33,439;9,6
434;837-55-7229;B;Mogi das Cruzes;Normal;Mulher;Acessorios de Moda;47,44;1;2,37;49,81;2/22/2019;18:19;Cartao de Credito;47,44;4,761904762;2,372;6,8
435;751-69-0068;C;Guarulhos;Normal;Homem;Esportes e viagens;99,24;9;44,66;937,82;3/19/2019;19:09;PIX;893,16;4,761904762;44,658;9
436;257-73-1380;C;Guarulhos;Member;Homem;Esportes e viagens;82,93;4;16,59;348,31;1/20/2019;16:51;PIX;331,72;4,761904762;16,586;9,6
437;345-08-4992;A;Sao Paulo;Normal;Homem;Casa e estilo de vida;33,99;6;10,2;214,14;03/08/2019;15:37;Cartao de Credito;203,94;4,761904762;10,197;7,7
438;549-96-4200;C;Guarulhos;Member;Homem;Alimentos e bebidas;17,04;4;3,41;71,57;03/08/2019;20:15;PIX;68,16;4,761904762;3,408;7
439;810-60-6344;C;Guarulhos;Normal;Mulher;Acessorios eletronicos;40,86;8;16,34;343,22;02/07/2019;14:38;Cartao de Credito;326,88;4,761904762;16,344;6,5
440;450-28-2866;C;Guarulhos;Member;Homem;Alimentos e bebidas;17,44;5;4,36;91,56;1/15/2019;19:25;Dinheiro;87,2;4,761904762;4,36;8,1
441;394-30-3170;B;Mogi das Cruzes;Member;Mulher;Esportes e viagens;88,43;8;35,37;742,81;3/22/2019;19:35;Cartao de Credito;707,44;4,761904762;35,372;4,3
442;138-17-5109;A;Sao Paulo;Member;Mulher;Casa e estilo de vida;89,21;9;40,14;843,03;1/15/2019;15:42;Cartao de Credito;802,89;4,761904762;40,1445;6,5
443;192-98-7397;C;Guarulhos;Normal;Homem;Acessorios de Moda;12,78;1;0,64;13,42;01/08/2019;14:11;PIX;12,78;4,761904762;0,639;9,5
444;301-11-9629;A;Sao Paulo;Normal;Mulher;Esportes e viagens;19,1;7;6,69;140,39;1/15/2019;10:43;Dinheiro;133,7;4,761904762;6,685;9,7
445;390-80-5128;B;Mogi das Cruzes;Member;Mulher;Saude e beleza;19,15;1;0,96;20,11;1/28/2019;17:58;Cartao de Credito;19,15;4,761904762;0,9575;9,5
446;235-46-8343;C;Guarulhos;Member;Homem;Alimentos e bebidas;27,66;10;13,83;290,43;2/14/2019;11:26;Cartao de Credito;276,6;4,761904762;13,83;8,9
447;453-12-7053;C;Guarulhos;Normal;Homem;Acessorios de Moda;45,74;3;6,86;144,08;03/10/2019;17:38;Cartao de Credito;137,22;4,761904762;6,861;6,5
448;296-11-7041;B;Mogi das Cruzes;Member;Mulher;Saude e beleza;27,07;1;1,35;28,42;01/12/2019;20:07;Cartao de Credito;27,07;4,761904762;1,3535;5,3
449;449-27-2918;B;Mogi das Cruzes;Member;Mulher;Esportes e viagens;39,12;1;1,96;41,08;3/26/2019;11:02;Cartao de Credito;39,12;4,761904762;1,956;9,6
450;891-01-7034;B;Mogi das Cruzes;Normal;Mulher;Acessorios eletronicos;74,71;6;22,41;470,67;01/01/2019;19:07;Dinheiro;448,26;4,761904762;22,413;6,7
451;744-09-5786;B;Mogi das Cruzes;Normal;Homem;Acessorios eletronicos;22,01;6;6,6;138,66;01/02/2019;18:50;Dinheiro;132,06;4,761904762;6,603;7,6
452;727-17-0390;A;Sao Paulo;Normal;Mulher;Alimentos e bebidas;63,61;5;15,9;333,95;3/16/2019;12:43;PIX;318,05;4,761904762;15,9025;4,8
453;568-88-3448;A;Sao Paulo;Normal;Homem;Saude e beleza;25;1;1,25;26,25;03/03/2019;15:09;PIX;25;4,761904762;1,25;5,5
454;187-83-5490;A;Sao Paulo;Member;Homem;Acessorios eletronicos;20,77;4;4,15;87,23;1/31/2019;13:47;Dinheiro;83,08;4,761904762;4,154;4,7
455;767-54-1907;B;Mogi das Cruzes;Member;Mulher;Acessorios de Moda;29,56;5;7,39;155,19;2/13/2019;16:59;Dinheiro;147,8;4,761904762;7,39;6,9
456;710-46-4433;B;Mogi das Cruzes;Member;Mulher;Alimentos e bebidas;77,4;9;34,83;731,43;2/15/2019;14:15;Cartao de Credito;696,6;4,761904762;34,83;4,5
457;533-33-5337;B;Mogi das Cruzes;Normal;Homem;Acessorios eletronicos;79,39;10;39,7;833,6;02/07/2019;20:24;Dinheiro;793,9;4,761904762;39,695;6,2
458;325-90-8763;C;Guarulhos;Member;Mulher;Acessorios eletronicos;46,57;10;23,29;488,99;1/27/2019;13:58;Dinheiro;465,7;4,761904762;23,285;7,6
459;729-46-7422;C;Guarulhos;Normal;Homem;Alimentos e bebidas;35,89;1;1,79;37,68;2/23/2019;16:52;Cartao de Credito;35,89;4,761904762;1,7945;7,9
460;639-76-1242;C;Guarulhos;Normal;Homem;Alimentos e bebidas;40,52;5;10,13;212,73;02/03/2019;15:19;Dinheiro;202,6;4,761904762;10,13;4,5
461;234-03-4040;B;Mogi das Cruzes;Member;Mulher;Alimentos e bebidas;73,05;10;36,53;767,03;03/03/2019;12:25;Cartao de Credito;730,5;4,761904762;36,525;8,7
462;326-71-2155;C;Guarulhos;Normal;Mulher;Esportes e viagens;73,95;4;14,79;310,59;02/03/2019;10:02;Dinheiro;295,8;4,761904762;14,79;6,1
463;320-32-8842;C;Guarulhos;Member;Mulher;Alimentos e bebidas;22,62;1;1,13;23,75;3/17/2019;18:58;Dinheiro;22,62;4,761904762;1,131;6,4
464;470-32-9057;A;Sao Paulo;Member;Homem;Alimentos e bebidas;51,34;5;12,84;269,54;3/28/2019;15:31;Cartao de Credito;256,7;4,761904762;12,835;9,1
465;878-30-2331;C;Guarulhos;Member;Mulher;Esportes e viagens;54,55;10;27,28;572,78;03/02/2019;11:22;Cartao de Credito;545,5;4,761904762;27,275;7,1
466;440-59-5691;C;Guarulhos;Member;Mulher;Saude e beleza;37,15;7;13;273,05;02/08/2019;13:12;Cartao de Credito;260,05;4,761904762;13,0025;7,7
467;554-53-3790;B;Mogi das Cruzes;Normal;Homem;Esportes e viagens;37,02;6;11,11;233,23;3/22/2019;18:33;Dinheiro;222,12;4,761904762;11,106;4,5
468;746-19-0921;C;Guarulhos;Normal;Homem;Alimentos e bebidas;21,58;1;1,08;22,66;02/09/2019;10:02;PIX;21,58;4,761904762;1,079;7,2
469;233-34-0817;C;Guarulhos;Member;Mulher;Acessorios eletronicos;98,84;1;4,94;103,78;2/15/2019;11:21;Dinheiro;98,84;4,761904762;4,942;8,4
470;767-05-1286;C;Guarulhos;Member;Mulher;Casa e estilo de vida;83,77;6;25,13;527,75;1/23/2019;12:10;PIX;502,62;4,761904762;25,131;5,4
471;340-21-9136;A;Sao Paulo;Member;Mulher;Esportes e viagens;40,05;4;8,01;168,21;1/25/2019;11:40;Dinheiro;160,2;4,761904762;8,01;9,7
472;405-31-3305;A;Sao Paulo;Member;Homem;Acessorios de Moda;43,13;10;21,57;452,87;02/02/2019;18:31;Cartao de Credito;431,3;4,761904762;21,565;5,5
473;731-59-7531;B;Mogi das Cruzes;Member;Homem;Saude e beleza;72,57;8;29,03;609,59;3/30/2019;17:58;Dinheiro;580,56;4,761904762;29,028;4,6
474;676-39-6028;A;Sao Paulo;Member;Mulher;Acessorios eletronicos;64,44;5;16,11;338,31;3/30/2019;17:04;Dinheiro;322,2;4,761904762;16,11;6,6
475;502-05-1910;A;Sao Paulo;Normal;Homem;Saude e beleza;65,18;3;9,78;205,32;2/25/2019;20:35;Cartao de Credito;195,54;4,761904762;9,777;6,3
476;485-30-8700;A;Sao Paulo;Normal;Mulher;Esportes e viagens;33,26;5;8,32;174,62;3/18/2019;16:10;Cartao de Credito;166,3;4,761904762;8,315;4,2
